"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","surveyor","hakai_id","sample_type","collected_start","collected_end","species","quantity","length_cm","estimated_quantity","quality_log","qc_flag_lengths","qc_flag_abunds","substrate","decimal_lat","decimal_long","end_transect_decimal_lat","end_transect_decimal_lon"
"326","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-02-13",1,"kyle","zach","MGFSH19571","fish","2019-02-13 09:38:16","2019-02-13 09:41:23","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"327","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-02-12",2,"kyle","derek","MGFSH19572","fish","2019-02-12 09:55:12","2019-02-12 09:58:23","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"328","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-02-12",2,"kyle","zach","MGFSH19573","fish","2019-02-12 09:58:48","2019-02-12 10:01:03","flounder/pacific_sanddab",1,3,FALSE,NA,"AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"329","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-02-12",2,"kyle","zach","MGFSH19574","fish","2019-02-12 09:58:48","2019-02-12 10:01:03","flounder/pacific_sanddab",1,5,FALSE,NA,"AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"330","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-02-12",2,"kyle","zach","MGFSH19575","fish","2019-02-12 09:58:48","2019-02-12 10:01:03","sole/english",1,3,FALSE,NA,"AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"331","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-02-12",2,"kyle","zach","MGFSH19576","fish","2019-02-12 09:58:48","2019-02-12 10:01:03","sole/english",1,4,FALSE,NA,"AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"332","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-02-12",3,"kyle","derek","MGFSH19577","fish","2019-02-12 10:30:17","2019-02-12 10:34:31","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"333","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-02-12",3,"kyle","zach","MGFSH19578","fish","2019-02-12 10:34:18","2019-02-13 10:37:29","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"334","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2019-02-12",4,"kyle","derek","MGFSH19579","fish","2019-02-12 12:37:34","2019-02-12 12:40:42","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"335","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2019-02-13",4,"kyle","zach","MGFSH19580","fish","2019-02-13 12:41:25","2019-02-13 12:44:29","flounder/starry",1,55,FALSE,NA,"AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"336","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","derek","MGFSH19581","fish","2019-02-12 13:00:00","2019-02-12 13:03:10","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"337","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","zach","MGFSH19582","fish","2019-02-12 13:04:32","2019-02-12 13:08:43","sculpin/buffalo",1,5,FALSE,NA,"AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"338","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2019-02-12",6,"kyle","derek","MGFSH19583","fish","2019-02-12 12:10:35","2019-02-12 12:14:46","sculpin/buffalo",1,30,FALSE,NA,"AV","SVD","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"339","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2019-02-12",6,"kyle","derek","MGFSH19584","fish","2019-02-12 12:10:35","2019-02-12 12:14:46","sculpin/buffalo",1,21,FALSE,NA,"AV","SVD","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"340","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2019-02-12",6,"kyle","zach","MGFSH19585","fish","2019-02-12 12:14:42","2019-02-12 12:18:51","sculpin/buffalo",1,35,FALSE,NA,"SVC","SVD","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"341","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2019-02-12",6,"kyle","zach","MGFSH19586","fish","2019-02-12 12:14:42","2019-02-12 12:18:51","sculpin/buffalo",1,29,FALSE,NA,"AV","SVD","sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"342","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2019-02-12",7,"kyle","derek","MGFSH19587","fish","2019-02-12 10:53:12","2019-02-12 10:55:22","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"343","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2019-02-13",7,"kyle","zach","MGFSH19588","fish","2019-02-13 10:55:40","2019-02-13 10:57:50","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"344","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2019-02-13",1,"kyle,zach","derek","MGFSH19601","fish","2019-02-13 09:46:16","2019-02-13 09:49:30","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"345","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2019-02-13",1,"kyle,zach","kyle","MGFSH19602","fish","2019-02-13 09:46:19","2019-02-13 09:49:58","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"346","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2019-02-13",3,"kyle,zach","derek","MGFSH19605","fish","2019-02-13 09:28:25","2019-02-13 09:31:33","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"347","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2019-02-13",3,"kyle,zach","kyle","MGFSH19606","fish","2019-02-13 09:28:42","2019-02-14 09:31:49","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"348","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2019-02-12",4,"kyle,zach","derek","MGFSH19607","fish","2019-02-12 15:26:04","2019-02-12 15:30:47","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"349","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2019-02-12",4,"kyle,zach","zach","MGFSH19608","fish","2019-02-12 15:30:59","2019-02-12 15:33:08","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"350","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2019-02-13",5,"kyle,zach","derek","MGFSH19609","fish","2019-02-13 09:30:15","2019-02-13 09:30:23","flounder/starry",1,30,FALSE,NA,"AV",NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"351","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2019-02-13",5,"kyle,zach","kyle","MGFSH19610","fish","2019-02-13 09:00:21","2019-02-13 09:03:32","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"352","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2019-02-13",6,"kyle,zach","derek","MGFSH19611","fish","2019-02-13 08:39:05","2019-02-13 08:42:05","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"353","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2019-02-13",6,"kyle,zach","kyle","MGFSH19612","fish","2019-02-13 08:39:21","2019-02-14 09:43:28","no_obs",NA,NA,NA,"1: No fish observed",NA,NA,"sand",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"354","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30573","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","rockfish/copper",1,12,FALSE,NA,"AV","SVD","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"355","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30574","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","rockfish/copper",1,22,FALSE,NA,"AV","SVD","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"356","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30575","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","rockfish/cqb",1,3,FALSE,NA,"AV","SVD","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"357","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30576","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","rockfish/cqb",1,4,FALSE,NA,"AV","SVD","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"358","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30577","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","perch/shiner",1,10,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"359","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30578","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","perch/shiner",1,11,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"360","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30579","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","perch/shiner",10,12,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"361","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30580","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","rockfish/black-yellowtail_complex",4,6,FALSE,NA,"AV",NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"362","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30581","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","greenling/kelp",1,23,FALSE,NA,"AV","SVD","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"363","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30582","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","greenling/kelp",1,32,FALSE,NA,"AV","SVD","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"364","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","zach","MGFSH30572","fish","2019-08-07 09:55:27","2019-08-07 10:00:38","rockfish/copper",1,11,FALSE,NA,"AV","SVD","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"365","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30527","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","rockfish/cqb",1,3,FALSE,NA,"AV","AV","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"366","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30528","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","rockfish/cqb",11,2,FALSE,NA,"AV","AV","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"367","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30529","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","perch/shiner",10,3,FALSE,NA,"SVC",NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"368","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30530","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","rockfish/black-yellowtail_complex",2,2,FALSE,NA,"AV","AV","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"369","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30531","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","rockfish/black-yellowtail_complex",4,3,FALSE,NA,"AV","AV","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"370","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30532","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","rockfish/black-yellowtail_complex",1,4,FALSE,NA,"AV","AV","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"371","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30533","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","rockfish/copper",1,15,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"372","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30534","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","rockfish/copper",1,5,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"373","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30535","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","tubesnout",20,7,FALSE,NA,"AV",NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"374","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30536","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","greenling/kelp",1,7,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"375","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","derek","MGFSH30537","fish","2019-08-06 09:01:01","2019-08-06 09:05:07","greenling/kelp",1,15,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"376","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30538","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","perch/shiner",16,10,FALSE,NA,"AV",NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"377","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30539","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","rockfish/copper",1,13,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"378","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30540","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","rockfish/copper",1,4,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"379","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30541","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","rockfish/copper",1,5,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"380","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30542","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","rockfish/cqb",4,3,FALSE,NA,"AV","AV","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"381","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30543","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","rockfish/cqb",12,4,FALSE,NA,"AV","AV","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"382","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30544","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","rockfish/black-yellowtail_complex",1,6,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"383","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30545","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","rockfish/black-yellowtail_complex",1,7,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"384","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30546","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","rockfish/black-yellowtail_complex",1,8,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"385","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30547","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","tubesnout",1,4,FALSE,NA,"AV",NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"386","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30548","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","greenling/kelp",1,11,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"387","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30549","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","greenling/kelp",1,13,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"388","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30550","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","greenling/kelp",1,24,FALSE,NA,"AV","SVD","sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"389","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2019-08-06",1,"angeleen,carolyn","zach","MGFSH30551","fish","2019-08-06 09:08:30","2019-08-06 09:14:45","cod/unknown",2,7,FALSE,NA,"AV",NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"390","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGFSH30552","fish","2019-08-07 09:13:55","2019-08-07 09:17:08","perch/shiner",7,10,FALSE,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"391","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGFSH30553","fish","2019-08-07 09:13:55","2019-08-07 09:17:08","greenling/kelp",1,25,FALSE,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"392","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGFSH30554","fish","2019-08-07 09:13:55","2019-08-07 09:17:08","rockfish/cqb",16,2,FALSE,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"393","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGFSH30555","fish","2019-08-07 09:19:52","2019-08-07 09:25:59","rockfish/cqb",5,3,FALSE,NA,"AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"394","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGFSH30556","fish","2019-08-07 09:19:52","2019-08-07 09:25:59","rockfish/cqb",8,4,FALSE,NA,"AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"395","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGFSH30557","fish","2019-08-07 09:19:52","2019-08-07 09:25:59","perch/shiner",40,11,FALSE,NA,"AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"396","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGFSH30558","fish","2019-08-07 09:19:52","2019-08-07 09:25:59","perch/shiner",13,10,FALSE,NA,"AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"397","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGFSH30559","fish","2019-08-07 09:19:52","2019-08-07 09:25:59","rockfish/black-yellowtail_complex",1,6,FALSE,NA,"AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"398","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGFSH30560","fish","2019-08-07 09:19:52","2019-08-07 09:25:59","rockfish/black-yellowtail_complex",1,5,FALSE,NA,"AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"399","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGFSH30561","fish","2019-08-07 09:19:52","2019-08-07 09:25:59","perch/striped",1,12,FALSE,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"400","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGFSH30562","fish","2019-08-07 09:19:52","2019-08-07 09:25:59","skate/big",1,70,FALSE,"1: 50w 50L","AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"401","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGFSH30563","fish","2019-08-07 09:19:52","2019-08-07 09:25:59","flounder/starry",1,35,FALSE,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"402","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","derek","MGFSH30564","fish","2019-08-07 09:47:48","2019-08-07 09:51:54","rockfish/cqb",7,2,FALSE,NA,"AV",NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"403","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","derek","MGFSH30565","fish","2019-08-07 09:47:48","2019-08-07 09:51:54","rockfish/black-yellowtail_complex",10,3,FALSE,NA,"AV",NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"404","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","derek","MGFSH30566","fish","2019-08-07 09:47:48","2019-08-07 09:51:54","perch/shiner",1,10,FALSE,NA,"AV",NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"405","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","derek","MGFSH30567","fish","2019-08-07 09:47:48","2019-08-07 09:51:54","rockfish/copper",1,7,FALSE,NA,"AV",NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"406","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","derek","MGFSH30568","fish","2019-08-07 09:47:48","2019-08-07 09:51:54","greenling/kelp",1,7,FALSE,NA,"AV",NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"407","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2019-08-07",3,"angeleen,carolyn","derek","MGFSH30569","fish","2019-08-07 09:47:48","2019-08-07 09:51:54","perch/striped",2,5,FALSE,NA,"AV",NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
