"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","surveyor","hakai_id","sample_type","collected_start","collected_end","species","quantity","size_cm","quality_log","qc_flag_sizes","qc_flag_abunds","substrate","decimal_lat","decimal_long","end_transect_decimal_lat","end_transect_decimal_lon"
"265","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-02-12",2,"kyle","derek","MGINV13808","invertebrates","2019-02-12 09:58:45","2019-02-12 10:03:53","seastar/pycnopodia",1,4,NA,"AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"266","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-02-12",2,"kyle","derek","MGINV13807","invertebrates","2019-02-12 09:58:45","2019-02-12 10:03:53","seastar/pycnopodia",1,9,NA,"AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"267","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-02-12",2,"kyle","derek","MGINV13806","invertebrates","2019-02-12 09:58:45","2019-02-12 10:03:53","seastar/pycnopodia",2,6,NA,"AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"268","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","MGINV48292","invertebrates","2022-08-07 10:16:00","2022-08-07 10:21:00","crab/cryptic_kelp",8,4,"1: QCd by CP","AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"269","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","MGINV48293","invertebrates","2022-08-07 10:16:00","2022-08-07 10:21:00","crab/cryptic_kelp",6,3,"1: QCd by CP","AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"270","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","MGINV48294","invertebrates","2022-08-07 10:16:00","2022-08-07 10:21:00","crab/cryptic_kelp",2,2,"1: QCd by CP","AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"271","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","MGINV48295","invertebrates","2022-08-07 10:16:00","2022-08-07 10:21:00","crab/cryptic_kelp",2,5,"1: QCd by CP","SVD","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"272","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","MGINV48296","invertebrates","2022-08-07 10:16:00","2022-08-07 10:21:00","crab/helmet",1,9,"1: QCd by CP","AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"273","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","MGINV48297","invertebrates","2022-08-07 10:16:00","2022-08-07 10:21:00","seastar/pycnopodia",1,16,"1: QCd by CP","AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"274","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","gillian","MGINV48298","invertebrates","2022-08-07 10:16:00","2022-08-07 10:21:00","seastar/pycnopodia",1,13,"1: QCd by CP","AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"275","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2022-08-07",2,"carolyn,faye","kyle","MGINV48299","invertebrates","2022-08-07 10:13:00","2022-08-07 10:16:00","siphon/geoduck",16,NA,"1: QCd by CP",NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"276","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGINV13948","invertebrates","2019-08-07 09:15:11","2019-08-07 09:18:23","crab/red_rock",1,6,NA,"AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"277","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGINV13947","invertebrates","2019-08-07 09:15:11","2019-08-07 09:18:23","crab/red_rock",1,12,NA,"AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"278","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","zach","MGINV13946","invertebrates","2019-08-07 09:15:11","2019-08-07 09:18:23","siphon/horse_clam",1,NA,NA,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"279","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13945","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","crab/red_rock",1,11,NA,"AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"280","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13944","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","crab/red_rock",1,14,NA,"AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"281","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13943","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","seapen/orange",5,25,NA,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"282","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13942","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","crab/northern_kelp",1,7,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"283","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13941","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","crab/pugettia",1,4,NA,"AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"284","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13940","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","crab/pugettia",7,3,NA,"AV","SVD","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"285","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13939","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","seastar/pycnopodia",1,11,NA,"AV","SVC","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"286","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13938","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","seastar/pycnopodia",1,10,NA,"AV","SVC","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"287","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13937","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","seastar/pycnopodia",3,9,NA,"AV","AV","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"288","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13936","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","seastar/pycnopodia",1,8,NA,"AV","SVC","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"289","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13935","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","seastar/pycnopodia",1,5,NA,"AV","SVC","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"290","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2019-08-07",2,"angeleen,carolyn","derek","MGINV13934","invertebrates","2019-08-07 09:18:11","2019-08-07 09:25:16","seastar/pycnopodia",1,3,NA,"AV","SVC","sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"291","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","derek","MGINV38029","invertebrates","2021-08-07 13:17:00","2021-08-07 13:23:00","seastar/pycnopodia",1,12,"1: QCd by FM","AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"292","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","derek","MGINV38026","invertebrates","2021-08-07 13:17:00","2021-08-07 13:23:00","seastar/pisaster_brevispinus",2,10,"1: QCd by FM","AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"293","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","derek","MGINV38025","invertebrates","2021-08-07 13:17:00","2021-08-07 13:23:00","seastar/pisaster_brevispinus",1,7,"1: QCd by FM","AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"294","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","derek","MGINV38024","invertebrates","2021-08-07 13:17:00","2021-08-07 13:23:00","seastar/pisaster_brevispinus",1,9,"1: QCd by FM","AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"295","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","derek","MGINV38028","invertebrates","2021-08-07 13:17:00","2021-08-07 13:23:00","crab/cryptic_kelp",1,2,"1: QCd by FM","AV","SVC","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"296","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","derek","MGINV38027","invertebrates","2021-08-07 13:17:00","2021-08-07 13:23:00","crab/cryptic_kelp",2,3,"1: QCd by FM","AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"297","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2021-08-07",5,"faye,krystal","zach","MGINV38030","invertebrates","2021-08-07 13:10:00","2021-08-07 13:15:00","siphon/geoduck",15,NA,"1: QCd by FM",NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"298","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2020-07-31",5,"gillian,krystal",NA,"MGINV17276","invertebrates","2020-07-31 11:33:29","2020-07-31 11:38:40","crab/northern_kelp",1,4,NA,"AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"299","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2020-07-31",5,"gillian,krystal",NA,"MGINV17275","invertebrates","2020-07-31 11:33:29","2020-07-31 11:38:40","crab/cryptic_kelp",37,2,NA,"AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"300","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2020-07-31",5,"gillian,krystal",NA,"MGINV17274","invertebrates","2020-07-31 11:33:29","2020-07-31 11:38:40","crab/other",1,4,"1: Sharp nose","AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"301","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2020-07-31",5,"gillian,krystal",NA,"MGINV17273","invertebrates","2020-07-31 11:33:29","2020-07-31 11:38:40","seastar/pycnopodia",1,7,NA,"AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"302","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2020-07-31",5,"gillian,krystal",NA,"MGINV17272","invertebrates","2020-07-31 11:33:29","2020-07-31 11:38:40","seastar/pycnopodia",1,8,NA,"AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"303","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2020-07-31",5,"gillian,krystal","zach","MGINV17271","invertebrates","2020-07-31 11:26:06","2020-07-31 11:31:18","crab/red_rock",1,13,NA,"AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"304","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2020-07-31",5,"gillian,krystal","zach","MGINV17270","invertebrates","2020-07-31 11:26:06","2020-07-31 11:31:18","siphon/geoduck",22,NA,NA,NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"305","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","zach","MGINV10245","invertebrates","2019-02-12 13:01:45","2019-02-12 13:04:54","no_obs",NA,NA,"1: No invertebrates observed",NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"306","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","derek","MGINV13855","invertebrates","2019-02-12 13:04:03","2019-02-12 13:08:11","crab/northern_kelp",1,6,NA,"AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"307","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","derek","MGINV13854","invertebrates","2019-02-12 13:04:03","2019-02-12 13:08:11","crab/cryptic_kelp",3,1,NA,"AV","SVC","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"308","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","derek","MGINV13853","invertebrates","2019-02-12 13:04:03","2019-02-12 13:08:11","crab/cryptic_kelp",4,2,NA,"AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"309","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","derek","MGINV13852","invertebrates","2019-02-12 13:04:03","2019-02-12 13:08:11","seastar/pycnopodia",1,5,NA,"AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"310","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","derek","MGINV13851","invertebrates","2019-02-12 13:04:03","2019-02-12 13:08:11","seastar/pycnopodia",1,7,NA,"AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"311","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","derek","MGINV13850","invertebrates","2019-02-12 13:04:03","2019-02-12 13:08:11","seastar/pycnopodia",2,2,NA,"AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"312","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","derek","MGINV13849","invertebrates","2019-02-12 13:04:03","2019-02-12 13:08:11","seastar/pycnopodia",3,1,NA,"AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"313","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-02-12",5,"kyle","derek","MGINV13848","invertebrates","2019-02-12 13:04:03","2019-02-12 13:08:11","snail/moon",1,17,NA,"AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"314","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye",NA,"MGINV48933","invertebrates","2022-08-07 11:15:00","2022-08-07 11:20:00","crab/cryptic_kelp",1,3,"1: QCd by CP","AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"315","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","gillian","MGINV48316","invertebrates","2022-08-07 11:15:00","2022-08-07 11:20:00","crab/cryptic_kelp",3,4,"1: QCd by CP","AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"316","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","gillian","MGINV48317","invertebrates","2022-08-07 11:15:00","2022-08-07 11:20:00","seastar/dermasterias",1,7,"1: QCd by CP","AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"317","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","kyle","MGINV48318","invertebrates","2022-08-07 11:14:00","2022-08-07 11:17:00","siphon/geoduck",27,NA,"1: QCd by CP",NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"318","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","kyle","MGINV48319","invertebrates","2022-08-07 11:14:00","2022-08-07 11:17:00","siphon/other",2,NA,"1: QCd by CP",NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"319","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2022-08-07",5,"carolyn,faye","kyle","MGINV48320","invertebrates","2022-08-07 11:14:00","2022-08-07 11:17:00","crab/red_rock",1,11,"1: QCd by CP","AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"320","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","zach","MGINV13993","invertebrates","2019-08-06 10:30:22","2019-08-06 10:36:29","siphon/horse_clam",1,NA,NA,NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"321","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","zach","MGINV13992","invertebrates","2019-08-06 10:30:22","2019-08-06 10:36:29","siphon/geoduck",13,NA,NA,NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"322","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","zach","MGINV13991","invertebrates","2019-08-06 10:30:22","2019-08-06 10:36:29","crab/red_rock",1,13,NA,"AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"323","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","derek","MGINV13990","invertebrates","2019-08-06 10:34:46","2019-08-06 10:40:59","seastar/pisaster_brevispinus",1,7,NA,"AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"324","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","derek","MGINV13989","invertebrates","2019-08-06 10:34:46","2019-08-06 10:40:59","seastar/pycnopodia",1,5,NA,"AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"325","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","derek","MGINV13988","invertebrates","2019-08-06 10:34:46","2019-08-06 10:40:59","seastar/pycnopodia",1,4,NA,"AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"326","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","derek","MGINV13987","invertebrates","2019-08-06 10:34:46","2019-08-06 10:40:59","seastar/pycnopodia",1,3,NA,"AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"327","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","derek","MGINV13986","invertebrates","2019-08-06 10:34:46","2019-08-06 10:40:59","crab/pugettia",1,5,NA,"AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"328","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","derek","MGINV13985","invertebrates","2019-08-06 10:34:46","2019-08-06 10:40:59","crab/pugettia",1,4,NA,"AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"329","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","derek","MGINV13984","invertebrates","2019-08-06 10:34:46","2019-08-06 10:40:59","crab/pugettia",3,2,NA,"AV","AV","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"330","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2019-08-06",5,"angeleen,carolyn","derek","MGINV13983","invertebrates","2019-08-06 10:34:46","2019-08-06 10:40:59","crab/pugettia",11,3,NA,"AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"331","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGINV38022","invertebrates","2021-08-07 13:48:00","2021-08-07 13:55:00","seastar/pycnopodia",1,15,"1: QCd by FM","AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"332","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGINV38021","invertebrates","2021-08-07 13:48:00","2021-08-07 13:55:00","seastar/pycnopodia",1,10,"1: QCd by FM","AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"333","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGINV38018","invertebrates","2021-08-07 13:48:00","2021-08-07 13:55:00","seastar/pisaster_brevispinus",1,12,"1: QCd by FM","AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"334","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGINV38017","invertebrates","2021-08-07 13:48:00","2021-08-07 13:55:00","seastar/pisaster_brevispinus",2,10,"1: QCd by FM","AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"335","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGINV38016","invertebrates","2021-08-07 13:48:00","2021-08-07 13:55:00","seastar/pisaster_brevispinus",1,7,"1: QCd by FM","AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"336","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGINV38019","invertebrates","2021-08-07 13:48:00","2021-08-07 13:55:00","crab/cryptic_kelp",3,3,"1: QCd by FM","AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"337","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","derek","MGINV38020","invertebrates","2021-08-07 13:48:00","2021-08-07 13:55:00","crab/cryptic_kelp",1,2,"1: QCd by FM","AV","SVC","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"338","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2021-08-07",4,"faye,krystal","zach","MGINV38023","invertebrates","2021-08-07 13:42:00","2021-08-07 13:46:00","siphon/geoduck",4,NA,"1: QCd by FM",NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"339","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGINV17269","invertebrates","2020-07-31 09:56:56","2020-07-31 10:02:06","crab/cryptic_kelp",10,4,NA,"AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"340","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGINV17268","invertebrates","2020-07-31 09:56:56","2020-07-31 10:02:06","crab/cryptic_kelp",40,2,NA,"AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"341","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGINV17267","invertebrates","2020-07-31 09:56:56","2020-07-31 10:02:06","crab/cryptic_kelp",30,3,NA,"AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"342","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGINV17266","invertebrates","2020-07-31 09:56:56","2020-07-31 10:02:06","seastar/dermasterias",1,20,NA,"AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"343","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGINV17265","invertebrates","2020-07-31 09:56:56","2020-07-31 10:02:06","crab/red_rock",1,4,NA,"AV","SVC","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"344","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGINV17264","invertebrates","2020-07-31 09:56:56","2020-07-31 10:02:06","crab/red_rock",1,5,NA,"AV","SVC","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"345","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGINV17263","invertebrates","2020-07-31 09:56:56","2020-07-31 10:02:06","crab/red_rock",1,10,NA,"AV","SVC","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
